country_v117,all_waterbodies,all_twh,l1_waterbodies,l1_twh,core_l2_lower_waterbodies,core_l2_lower_twh,core_l2_upper_waterbodies,core_l2_upper_twh,conservative_l2_lower_waterbodies,conservative_l2_lower_twh,conservative_l2_upper_waterbodies,conservative_l2_upper_twh,core_l3_lower_waterbodies,core_l3_lower_twh,core_l3_upper_waterbodies,core_l3_upper_twh,conservative_l3_lower_waterbodies,conservative_l3_lower_twh,conservative_l3_upper_waterbodies,conservative_l3_upper_twh
Philippines,151,27.616524762993713,151,27.616524762993713,122,26.27892336864167,123,26.299388623509994,100,13.703342006358644,100,13.703342006358644,41,9.593606570376352,74,21.735240474156534,38,9.500384268833841,64,11.568258572793646
Poland,570,27.887291050431827,570,27.887291050431827,440,17.771552989632664,451,18.998206630944214,71,2.1583797465157137,74,2.396797320932288,413,16.960379246796126,451,18.998206630944214,66,2.056304855278669,74,2.396797320932288
Portugal,114,17.98698152025663,114,17.98698152025663,58,12.766463622283572,79,13.759465714996937,37,5.798002554583757,50,6.512526387702177,39,9.137564364989368,77,13.679335763339944,25,2.8175388674460793,50,6.512526387702177
Puerto Rico,3,0.05371751037051044,3,0.05371751037051044,0,0.0,3,0.05371751037051044,0,0.0,1,0.0006498010686435186,0,0.0,3,0.05371751037051044,0,0.0,1,0.0006498010686435186
Republic of Serbia,86,9.837283370935513,86,9.837283370935513,45,1.54520281980169,54,1.6387909025485168,31,1.0226602680709818,40,1.1162483508178085,29,1.00718594070956,50,1.5914753276634324,20,0.6993390700491694,37,1.0782521303011408
Republic of the Congo,21,5.265068791713157,21,5.265068791713157,3,0.274440980666804,3,0.274440980666804,1,0.02347369119151957,1,0.02347369119151957,2,0.10343711668134589,3,0.274440980666804,1,0.02347369119151957,1,0.02347369119151957
Romania,320,31.248383994287728,320,31.248383994287728,182,17.89752393341086,208,20.507528572110136,35,1.6264675998041636,46,2.7494947164341244,137,13.898152653331666,207,20.40982128025148,30,1.1596537184660407,46,2.7494947164341244
Russia,34987,1469.9473738228592,4817,398.0848938422171,1101,92.63861555088768,1101,92.63861555088768,1023,85.7950838228622,1023,85.7950838228622,674,50.46496723621838,941,78.27197266553151,652,48.73698754524841,901,74.04299394415219
Rwanda,33,13.077861600904832,33,13.077861600904832,20,4.413546723752246,22,6.440016389518077,17,2.983027440157154,19,5.009497105922986,1,0.6776567842254639,3,3.040541573514779,1,0.6776567842254639,3,3.040541573514779
Saint Kitts and Nevis,1,0.020008018104994137,1,0.020008018104994137,1,0.020008018104994137,1,0.020008018104994137,1,0.020008018104994137,1,0.020008018104994137,0,0.0,0,0.0,0,0.0,0,0.0
Samoa,1,0.06790971091593545,1,0.06790971091593545,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Saudi Arabia,13,1.7746466175375408,13,1.7746466175375408,4,0.6622385993079763,5,0.8029624513631345,3,0.6237470289039236,3,0.6237470289039236,1,0.03849157040405274,3,0.7187126962794614,0,0.0,1,0.5394972738202506
Senegal,29,6.601537996375388,29,6.601537996375388,19,2.3359019530917657,19,2.3359019530917657,11,0.5827746763838942,11,0.5827746763838942,1,0.10341977675104261,4,0.2538899949039152,1,0.10341977675104261,4,0.2538899949039152
Sierra Leone,16,1.6873549787929623,16,1.6873549787929623,12,1.0193361513586874,13,1.6018590925957876,8,0.43258898349597663,9,1.0151119247330767,0,0.0,1,0.5825229412371001,0,0.0,1,0.5825229412371001
Singapore,4,0.27511326981257644,4,0.27511326981257644,2,0.08598204226818364,2,0.08598204226818364,2,0.08598204226818364,2,0.08598204226818364,0,0.0,2,0.08598204226818364,0,0.0,2,0.08598204226818364
Slovakia,39,3.8794792409129206,39,3.8794792409129206,21,2.0805439625058475,29,2.190425131406329,10,0.5813071192465126,15,0.6733010575393101,20,2.048106030008118,29,2.190425131406329,10,0.5813071192465126,15,0.6733010575393101
Slovenia,19,0.4348277095007533,19,0.4348277095007533,11,0.2556195998650336,15,0.28106427538281137,7,0.10594279742591227,11,0.13138747294369008,11,0.2556195998650336,15,0.28106427538281137,7,0.10594279742591227,11,0.13138747294369008
Solomon Islands,2,2.298465172494778,2,2.298465172494778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Somalia,7,1.8870118797761508,7,1.8870118797761508,2,0.05411380518866667,2,0.05411380518866667,2,0.05411380518866667,2,0.05411380518866667,0,0.0,0,0.0,0,0.0,0,0.0
South Africa,1000,112.51256939048677,1000,112.51256939048677,305,71.46592351696019,583,76.4680267755238,225,23.704653694641244,472,28.4327375764565,170,40.321147182166754,538,70.8347346565797,129,11.50942307309103,434,26.691675502971577
South Korea,244,19.54277533196929,244,19.54277533196929,80,2.28652054045784,147,2.9240904689774494,66,1.8199848497669822,121,2.0738264753789197,45,1.6388739621583464,120,2.6051423372400664,35,1.2603794181330183,95,1.7983749648154226
South Sudan,200,11.687742849878687,200,11.687742849878687,49,3.218753194740394,49,3.218753194740394,20,0.9119020529809504,20,0.9119020529809504,1,0.15302321407695413,1,0.15302321407695413,1,0.15302321407695413,1,0.15302321407695413
Spain,742,80.91156597541404,742,80.91156597541404,287,43.28040065357136,454,47.245398402301326,138,13.434085661855573,234,15.890197770012882,204,28.4826587714318,444,46.49615293283565,96,9.110210445190278,225,15.150581331775491
Sri Lanka,229,37.52090716283545,229,37.52090716283545,84,6.513232099346604,105,10.987717279837023,77,5.939707919224857,94,9.137960623271917,0,0.0,0,0.0,0,0.0,0,0.0
Sudan,20,29.16191779545907,20,29.16191779545907,10,17.589803451199753,12,28.87050864635304,8,11.83655027985996,10,23.11725547501325,5,16.08892688406536,10,23.162048428952595,4,10.579130034885988,9,17.652251579773225
Suriname,15,5.282904532761613,15,5.282904532761613,6,0.2930828498189182,6,0.2930828498189182,4,0.15397858797789316,4,0.15397858797789316,2,0.08377886083740263,5,0.20897792968259177,2,0.08377886083740263,4,0.15397858797789316
Sweden,3886,232.36573809224316,2897,161.4877481139115,669,18.004353495462375,686,20.110108863258294,570,14.26022419328446,585,15.909765529516218,627,17.141914822137228,683,20.04262045756572,533,13.57494395226103,582,15.842277123823646
Switzerland,103,17.32838009230998,102,17.30052652714881,32,1.4385787582731262,50,1.5161591782821353,29,1.3670365672612863,46,1.4424713249969252,26,0.8980826861308651,50,1.5161591782821353,23,0.8265404951190252,46,1.4424713249969252
Syria,35,15.57017259099642,35,15.57017259099642,15,12.810044478894538,19,14.394345802779966,15,12.810044478894538,19,14.394345802779966,10,1.8677843872401423,19,14.394345802779966,10,1.8677843872401423,19,14.394345802779966
Taiwan,32,1.7820907431764985,32,1.7820907431764985,22,1.3853434990321403,25,1.483210664697181,22,1.3853434990321403,25,1.483210664697181,12,1.1135242821173608,25,1.483210664697181,12,1.1135242821173608,25,1.483210664697181
Tajikistan,43,16.970946446785494,25,16.15736822970545,12,7.834115890888839,14,8.451879879439499,12,7.834115890888839,14,8.451879879439499,3,7.279797411312815,6,7.403360029230916,3,7.279797411312815,6,7.403360029230916
Thailand,359,83.84659524817506,359,83.84659524817506,255,41.79702034394291,258,42.23807061732114,255,41.79702034394291,258,42.23807061732114,90,13.461061364598676,168,18.084269376688113,90,13.461061364598676,168,18.084269376688113
The Bahamas,125,11.553498573941251,125,11.553498573941251,1,0.12024196806951178,1,0.12024196806951178,1,0.12024196806951178,1,0.12024196806951178,1,0.12024196806951178,1,0.12024196806951178,1,0.12024196806951178,1,0.12024196806951178
Togo,6,5.082660475580011,6,5.082660475580011,5,5.074132261837317,5,5.074132261837317,5,5.074132261837317,5,5.074132261837317,1,0.059284139932803036,4,5.053234535560569,1,0.059284139932803036,4,5.053234535560569
Tonga,4,0.3738060027528973,4,0.3738060027528973,1,0.03796519880817839,1,0.03796519880817839,1,0.03796519880817839,1,0.03796519880817839,0,0.0,0,0.0,0,0.0,0,0.0
Trinidad and Tobago,5,0.31499789855005234,5,0.31499789855005234,1,0.008151049224938282,1,0.008151049224938282,1,0.008151049224938282,1,0.008151049224938282,0,0.0,0,0.0,0,0.0,0,0.0
Tunisia,55,17.004131854895245,55,17.004131854895245,31,13.23040766188154,34,13.359291925738647,16,4.637314420642357,19,4.766198684499466,15,5.2923447474183885,31,13.083091350803585,10,2.5589504697637375,18,4.550241752964087
Turkey,623,152.3400609541772,622,152.25091539591648,251,108.07722541082528,511,142.42564055801844,234,100.19045968479035,494,134.53887483198352,186,64.40288623733777,497,134.89686117332724,175,58.73400839899846,480,127.01009544729231
Turkmenistan,121,39.18906954875071,121,39.18906954875071,24,14.488833766544632,24,14.488833766544632,23,14.396754886472717,23,14.396754886472717,8,0.5479037050638952,13,5.709598920387861,8,0.5479037050638952,13,5.709598920387861
Uganda,74,32.65540495134109,74,32.65540495134109,45,17.967930713414763,45,17.967930713414763,40,8.172247480368897,40,8.172247480368897,11,4.167274549206211,34,10.96247434092325,10,1.5243326879642054,30,5.989746976847195
Ukraine,588,81.52673693876923,588,81.52673693876923,328,53.6416633557718,329,53.952554156970315,131,4.282833775157222,131,4.282833775157222,252,35.36442451241052,301,49.62521550195138,106,3.638250397634064,122,4.1521213610693035
United Arab Emirates,1,0.5887773709701661,1,0.5887773709701661,1,0.5887773709701661,1,0.5887773709701661,1,0.5887773709701661,1,0.5887773709701661,0,0.0,1,0.5887773709701661,0,0.0,1,0.5887773709701661
United Kingdom,670,22.766430701342628,670,22.766430701342628,170,3.1988068257648297,289,3.6596545475138886,102,1.5750962472325414,186,1.769376400757782,146,2.5067713633795434,281,3.2932470901664437,88,1.2018436574587217,183,1.6348134797816531
United Republic of Tanzania,100,56.35035061057051,100,56.35035061057051,56,33.39187032549254,57,33.62236772393629,35,8.54343581550292,36,8.773933213946671,5,0.8939043902929615,18,6.177514720249819,5,0.8939043902929615,14,5.966929130580579
United States of America,17395,1950.7880671952862,12838,1796.6276809772644,4156,813.6620264055978,5357,895.3353649781336,3371,467.5667929460041,4486,516.9824152050815,2940,459.37745857039914,5323,874.2018396988675,2381,264.80783216448236,4463,505.7520486274182
Uruguay,39,18.299703808694172,39,18.299703808694172,16,12.425876767819428,18,13.097637704133701,11,8.956834732012371,13,9.628595668326644,8,6.582393068394598,14,12.804885120880549,7,4.208920729577315,12,9.432516882664663
Uzbekistan,130,40.97353235622943,130,40.97353235622943,58,18.10271383619011,58,18.10271383619011,55,15.061508467896624,55,15.061508467896624,8,2.7736571646232138,14,6.001179583908032,8,2.7736571646232138,14,6.001179583908032
Vanuatu,6,0.3922867874803857,6,0.3922867874803857,1,0.02781921976878967,1,0.02781921976878967,1,0.02781921976878967,1,0.02781921976878967,0,0.0,0,0.0,0,0.0,0,0.0
Venezuela,319,73.29062748169618,319,73.29062748169618,92,45.742346146009375,98,48.51136015511084,54,13.919971852492251,57,16.58843472186469,12,3.6269655420448275,43,32.73133950362491,4,1.9220929433820604,19,13.193655071047353
Vietnam,194,66.5987500910281,194,66.5987500910281,125,23.70456936577369,163,53.50015723569458,101,8.557505586707615,125,20.946565227667055,9,4.931251249749085,30,16.06789965186074,8,1.629435618674744,25,4.700526691326268
Yemen,2,0.3717879170358031,2,0.3717879170358031,1,0.09327650070190431,2,0.3717879170358031,1,0.09327650070190431,2,0.3717879170358031,1,0.09327650070190431,2,0.3717879170358031,1,0.09327650070190431,2,0.3717879170358031
Zambia,121,42.43266025729492,121,42.43266025729492,73,20.914024677324523,73,20.914024677324523,34,6.510169519382843,34,6.510169519382843,11,1.5911181096425697,29,6.948129382402534,10,1.4299123040419108,25,5.976073056408242
Zimbabwe,168,34.81593947222227,168,34.81593947222227,43,10.875692216615947,50,17.558672224079473,38,5.05084192343721,44,10.230774647084221,8,0.9089268861192076,31,9.757550403184903,8,0.9089268861192076,29,7.800520907208203
eSwatini,9,2.1855560054323386,9,2.1855560054323386,6,1.5051860549120537,6,1.5051860549120537,3,1.1454369384576584,3,1.1454369384576584,1,0.07202570830595932,3,0.37976988228552433,1,0.07202570830595932,1,0.07202570830595932
