protection,endpoint,missing_case,ice_unknown_in_either_period,environment_gate_changed,cost_gate_changed,L1_historical_gwh,L1_future_gwh,L1_change_gwh,L1_generation_effect_gwh,L1_admission_effect_gwh,L2_historical_gwh,L2_future_gwh,L2_change_gwh,L2_generation_effect_gwh,L2_admission_effect_gwh,L2_entry,L2_exit,L2_entry_with_unknown_ice,L2_admission_effect_unknown_ice_gwh,L3_historical_gwh,L3_future_gwh,L3_change_gwh,L3_generation_effect_gwh,L3_admission_effect_gwh,L3_entry,L3_exit,L3_entry_with_unknown_ice,L3_admission_effect_unknown_ice_gwh,L3_entry_environment_only,L3_entry_cost_only,L3_entry_both_gates,model,experiment,period,ice_error_case
conservative,upper,unadjusted,8503,2706,7811,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,3941642.137876191,4282550.13483201,340907.9969558182,195603.07125268673,145304.9257031315,2631,75,15,1244.0200584056713,1592894.1518773346,1718294.9637579466,125400.81188061206,96951.2931156052,28449.51876500687,694,0,89,1227.592272330705,129,541,24,MRI-ESM2-0,ssp126,2081_2100,historical_error_longer_ice
core,lower,restricted,8503,3163,7813,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,4443412.328984978,4824925.887670161,381513.55868518335,192312.80659011516,189200.7520950682,3054,109,221,32428.66293232739,879348.8738693106,966520.3010734669,87171.42720415628,51725.48594694044,35445.94125721583,939,0,54,6662.095384073175,142,770,27,MRI-ESM2-0,ssp126,2081_2100,historical_error_longer_ice
core,lower,unadjusted,8503,3163,7811,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,4550484.265613824,4940130.373369964,389646.1077561392,197668.02073931094,191978.0870168282,3054,109,221,34271.27449529213,925704.2615728196,1018968.0526369327,93263.79106411319,54297.17779166068,38966.6132724525,936,0,54,8141.92147756967,142,767,27,MRI-ESM2-0,ssp126,2081_2100,historical_error_longer_ice
core,upper,restricted,8503,2932,7813,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,5319216.27922743,5719320.604362373,400104.32513494283,242048.07833766472,158056.24679727812,2850,82,17,1284.1576345373385,2102493.309849074,2262815.5287386817,160322.21888960758,117383.51001238142,42938.708877226156,1275,0,142,2137.713537412562,137,1113,25,MRI-ESM2-0,ssp126,2081_2100,historical_error_longer_ice
core,upper,unadjusted,8503,2932,7811,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,5432815.907933469,5839746.6877451865,406930.77981171734,247866.58550953623,159064.1943021811,2850,82,17,1357.3817806450006,2214782.411943777,2383795.4952070503,169013.08326327303,123368.58723169367,45644.49603157935,1271,0,142,2231.94895379479,137,1109,25,MRI-ESM2-0,ssp126,2081_2100,historical_error_longer_ice
conservative,lower,restricted,8503,6023,7813,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,3910050.37456268,4358163.890008531,448113.5154458506,173414.82151151157,274698.693934339,5944,79,170,26859.323182884047,613351.450027591,673267.1265618043,59915.6765342134,38646.56722714822,21269.109307065188,513,0,43,6385.990348307755,43,465,5,MRI-ESM2-0,ssp126,2081_2100,historical_error_shorter_ice
conservative,lower,unadjusted,8503,6023,7811,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,3984630.973336158,4439324.938852653,454693.96551649534,177052.6745618413,277641.29095465405,5944,79,170,28438.48967395528,644994.876868411,709532.2795069724,64537.40263856145,40406.69941207329,24130.70322648815,509,0,43,7832.001910785685,43,461,5,MRI-ESM2-0,ssp126,2081_2100,historical_error_shorter_ice
conservative,upper,restricted,8503,5828,7813,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,4651582.487202845,5118698.394695535,467115.9074926907,218222.73959089187,248893.16790179882,5781,47,7,1053.7971503438696,1535886.5348877,1652382.178610862,116495.64372316176,93838.05098321119,22657.59273995056,739,0,89,1178.4538802872514,6,733,0,MRI-ESM2-0,ssp126,2081_2100,historical_error_shorter_ice
conservative,upper,unadjusted,8503,5828,7811,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,4731968.916190996,5204578.004985259,472609.08879426337,222279.26621711307,250329.8225771503,5781,47,7,1127.021296451532,1617507.4649998625,1740265.2148961655,122757.74989630301,98315.8129549707,24441.936941332315,734,0,89,1227.592272330705,6,728,0,MRI-ESM2-0,ssp126,2081_2100,historical_error_shorter_ice
core,lower,restricted,8503,6226,7813,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,5304011.85835387,5818130.242537908,514118.38418403873,221344.6767253813,292773.70745865745,6136,90,221,32257.582989626477,891462.8986071894,978354.1772676618,86891.27866047234,52433.96379270285,34457.31486776948,970,0,54,6662.095384073175,51,911,8,MRI-ESM2-0,ssp126,2081_2100,historical_error_shorter_ice
core,lower,unadjusted,8503,6226,7811,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,5414464.554992287,5937290.492295273,522825.937302985,226806.0930704114,296019.84423257364,6136,90,221,34100.194552591216,938727.9914602366,1032010.8613863925,93282.86992615592,55070.02052205097,38212.849404104956,967,0,54,8141.92147756967,51,908,8,MRI-ESM2-0,ssp126,2081_2100,historical_error_shorter_ice
core,upper,restricted,8503,5977,7813,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,6179815.808596322,6712524.95923012,532709.1506337982,271079.9484729309,261629.2021608674,5923,54,8,1113.0776918364254,2126763.724616339,2283601.268872138,156837.54425579926,118675.16298820633,38162.38126759293,1310,0,142,2137.713537412562,8,1302,0,MRI-ESM2-0,ssp126,2081_2100,historical_error_shorter_ice
core,upper,unadjusted,8503,5977,7811,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,6296796.197311932,6836906.806670495,540110.6093585632,277004.6578406367,263105.95151792647,5923,54,8,1186.3018379440878,2240494.574023883,2406231.0526697948,165736.4786459117,124763.11686589716,40973.36178001455,1306,0,142,2231.94895379479,8,1298,0,MRI-ESM2-0,ssp126,2081_2100,historical_error_shorter_ice
conservative,lower,restricted,8687,11995,16742,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,3464786.5400728397,4096873.315291994,632086.7752191542,21066.057847172884,611020.7173719814,11863,132,489,51313.97237766907,611962.4333615241,642736.4894845804,30774.056123056132,7545.032494602012,23229.02362845412,439,2,133,14179.868806666886,192,236,11,MRI-ESM2-0,ssp585,2031_2050,central
conservative,lower,unadjusted,8687,11995,16788,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,3537913.95154165,4174855.5148507766,636941.5633091263,21357.481289507265,615584.0820196191,11863,132,489,53197.964080328005,643522.4218309902,677037.7618788512,33515.34004786099,7910.7548427706215,25604.585205090367,437,2,133,15773.307960198126,192,234,11,MRI-ESM2-0,ssp585,2031_2050,central
conservative,upper,restricted,8687,11403,16742,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,4206318.6527130045,4793780.283356585,587461.6306435802,26935.151401845942,560526.4792417343,11403,0,29,819.7342474220251,1530950.978723923,1557833.3637701734,26882.38504625056,13088.409910591461,13793.975135659102,479,4,51,726.6256899348795,93,378,8,MRI-ESM2-0,ssp585,2031_2050,central
conservative,upper,unadjusted,8687,11403,16788,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,4285251.894396489,4876028.602572465,590776.7081759769,27278.224179030407,563498.4839969465,11403,0,29,1112.3660576554555,1612466.02614161,1641103.6812774935,28637.655135883542,13873.040620267031,14764.614515616518,476,4,51,766.6482546217072,93,375,8,MRI-ESM2-0,ssp585,2031_2050,central
core,lower,restricted,8687,12895,16742,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,4827077.63548603,5527788.688204278,700711.0527182485,37334.83970764054,663376.213010608,12748,147,562,57305.1030246764,890058.3480813954,937757.8539952979,47699.505913902525,14117.209747445024,33582.296166457505,791,2,145,14457.722513518689,206,574,11,MRI-ESM2-0,ssp585,2031_2050,central
core,lower,unadjusted,8687,12895,16788,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,4936071.889229732,5642620.043182315,706548.1539525837,38326.4843544222,668221.6695981615,12748,147,562,59449.914257124634,937239.0108704197,988964.3264879611,51725.3156175414,14968.86308708672,36756.452530454684,792,2,145,16080.704202418929,206,575,11,MRI-ESM2-0,ssp585,2031_2050,central
core,upper,restricted,8687,12218,16742,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,5702881.585728482,6354477.895360029,651596.3096315475,44606.75554727101,606989.5540842765,12218,0,32,918.4440983449582,2121651.5621161642,2169380.5507358415,47728.98861967719,22591.82363040189,25137.164989275305,904,5,91,1423.8654229443546,95,801,8,MRI-ESM2-0,ssp585,2031_2050,central
core,upper,unadjusted,8687,12218,16788,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,5818403.531549376,6474055.493925594,655651.9623762169,45669.131126601715,609982.8312496152,12218,0,32,1211.0759085783886,2235274.5500362385,2286325.4188838075,51050.86884756885,24102.392554869723,26948.47629269913,904,5,91,1502.6997930962305,95,801,8,MRI-ESM2-0,ssp585,2031_2050,central
conservative,lower,restricted,8687,8927,16742,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,3122481.5079363007,3642529.3209510217,520047.8130147211,22844.848778058506,497202.96423666255,8861,66,489,52013.36953406324,601887.3330156216,639386.3970639377,37499.064048316075,7419.609939189141,30079.45410912693,525,0,133,14179.868806666886,295,210,20,MRI-ESM2-0,ssp585,2031_2050,historical_error_longer_ice
conservative,lower,unadjusted,8687,8927,16788,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,3194304.195021353,3718257.5239769453,523953.3289555924,23153.14602519826,500800.1829303942,8861,66,489,53910.83929514134,632629.6964083306,673304.1506326104,40674.45422427991,7769.000692855331,32905.45353142458,523,0,133,15773.307960198126,295,208,20,MRI-ESM2-0,ssp585,2031_2050,historical_error_longer_ice
conservative,upper,restricted,8687,8467,16742,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,3864013.620576466,4339436.289015613,475422.66843914706,28713.942332731567,446708.7261064155,8467,0,95,1519.1314038161922,1512694.1765394334,1553163.9051664416,40469.72862700815,12902.306416689687,27567.42221031847,617,0,51,726.6256899348795,255,346,16,MRI-ESM2-0,ssp585,2031_2050,historical_error_longer_ice
conservative,upper,unadjusted,8687,8467,16788,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,3941642.137876191,4419430.611698634,477788.47382244305,29073.8889147214,448714.5849077216,8467,0,95,1825.2412724687917,1592894.1518773346,1636017.1449861785,43122.993108844,13660.464818463088,29462.52829038092,614,0,51,766.6482546217072,255,343,16,MRI-ESM2-0,ssp585,2031_2050,historical_error_longer_ice
core,lower,restricted,8687,9741,16742,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,4443412.328984978,5038336.601696539,594924.2727115608,39407.60990686526,555516.6628046955,9668,73,562,58128.46172214345,879348.8738693106,934384.0552245224,55035.1813552117,13991.382014845809,41043.7993403659,882,0,145,14457.722513518689,314,548,20,MRI-ESM2-0,ssp585,2031_2050,historical_error_longer_ice
core,lower,unadjusted,8687,9741,16788,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,4550484.265613824,5150856.594244833,600372.3286310089,40428.54731956312,559943.7813114458,9668,73,562,60286.75101301086,925704.2615728196,985206.0295011249,59501.76792830535,14826.504632235718,44675.26329606964,883,0,145,16080.704202418929,314,549,20,MRI-ESM2-0,ssp585,2031_2050,historical_error_longer_ice
core,upper,restricted,8687,9212,16742,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,5319216.27922743,5865025.80885229,545809.5296248599,46679.52574649573,499130.00387836416,9212,0,106,1741.8027958120124,2102493.309849074,2164682.4124773173,62189.10262824334,22408.17651868693,39780.926109556414,1052,0,91,1423.8654229443546,267,769,16,MRI-ESM2-0,ssp585,2031_2050,historical_error_longer_ice
core,upper,unadjusted,8687,9212,16788,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,5432815.907933469,5982292.044988112,549476.1370546422,47771.19409174263,501704.9429628996,9212,0,106,2047.912664464612,2214782.411943777,2281209.2235472375,66426.8116034605,23892.11360730296,42534.69799615756,1052,0,91,1502.6997930962305,267,769,16,MRI-ESM2-0,ssp585,2031_2050,historical_error_longer_ice
conservative,lower,restricted,8687,15473,16742,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,3910050.37456268,4505405.5642713765,595355.1897086973,11205.5190623738,584149.6706463235,15330,143,489,51116.26446814526,613351.450027591,643225.8079856477,29874.35795805677,7533.385574685197,22340.972383371573,382,4,133,14179.868806666886,135,240,7,MRI-ESM2-0,ssp585,2031_2050,historical_error_shorter_ice
conservative,lower,unadjusted,8687,15473,16788,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,3984630.973336158,4585128.28594276,600497.3126066027,11477.244849856133,589020.0677567465,15330,143,489,53000.25617080419,644994.876868411,677548.2362409362,32553.359372525152,7900.39219911239,24652.967173412762,380,4,133,15773.307960198126,135,238,7,MRI-ESM2-0,ssp585,2031_2050,historical_error_shorter_ice
conservative,upper,restricted,8687,14859,16742,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,4651582.487202845,5202312.532335968,550730.0451331233,17074.61261704686,533655.4325160765,14859,0,18,622.026337898209,1535886.5348877,1560654.254527611,24767.719639910738,12987.793632077724,11779.926007833015,401,15,51,726.6256899348795,15,386,0,MRI-ESM2-0,ssp585,2031_2050,historical_error_shorter_ice
conservative,upper,unadjusted,8687,14859,16788,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,4731968.916190996,5286301.373664449,554332.4574734533,17397.987739379274,536934.469734074,14859,0,18,914.6581481316395,1617507.4649998625,1644138.2492165752,26630.78421671258,13774.092498258566,12856.691718454018,398,15,51,766.6482546217072,15,383,0,MRI-ESM2-0,ssp585,2031_2050,historical_error_shorter_ice
core,lower,restricted,8687,15922,16742,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,5304011.85835387,5956248.579042544,652236.7206886741,26830.152584651383,625406.5681040228,15763,159,562,57079.73625113193,891462.8986071894,938247.1724963653,46784.27388917591,14105.312725480744,32678.961163695167,732,4,145,14457.722513518689,147,578,7,MRI-ESM2-0,ssp585,2031_2050,historical_error_shorter_ice
core,lower,unadjusted,8687,15922,16788,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,5414464.554992287,6072895.461258714,658430.9062664263,27801.958155691154,630628.9481107352,15763,159,562,59224.547483580165,938727.9914602366,989474.800850046,50746.80938980944,14958.238039174485,35788.571350634964,733,4,145,16080.704202418929,147,579,7,MRI-ESM2-0,ssp585,2031_2050,historical_error_shorter_ice
core,upper,restricted,8687,15221,16742,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,6179815.808596322,6782937.786198295,603121.9776019732,34102.06842428186,569019.9091776913,15221,0,20,693.0773248004881,2126763.724616339,2172223.84884328,45460.12422694098,22485.908241758145,22974.215985182836,826,17,91,1423.8654229443546,17,809,0,MRI-ESM2-0,ssp585,2031_2050,historical_error_shorter_ice
core,upper,unadjusted,8687,15221,16788,17984559.53491846,17785972.587336298,-198586.94758215957,-198586.94758215957,0.0,6296796.197311932,6904330.912001992,607534.7146900595,35144.60492787067,572390.1097621889,15221,0,20,985.7091350339185,2240494.574023883,2289384.468542037,48889.894518154055,23998.141890401235,24891.75262775283,826,17,91,1502.6997930962305,17,809,0,MRI-ESM2-0,ssp585,2031_2050,historical_error_shorter_ice
conservative,lower,restricted,8726,29700,24851,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,3464786.5400728397,4734429.607898916,1269643.0678260769,15321.412043307033,1254321.65578277,29605,95,1017,97330.79800645982,611962.4333615241,655100.9347412452,43138.501379721114,13862.063048101536,29276.438331619578,559,3,310,23465.99822710079,370,167,22,MRI-ESM2-0,ssp585,2081_2100,central
conservative,lower,unadjusted,8726,29700,24921,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,3537913.95154165,4817970.144335209,1280056.192793559,15991.58619758353,1264064.6065959756,29605,95,1017,100047.09713207856,643522.4218309902,689633.7756659257,46111.35383493553,14457.730174795372,31653.623660140154,557,3,310,25391.263688120707,370,165,22,MRI-ESM2-0,ssp585,2081_2100,central
conservative,upper,restricted,8726,28669,24851,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,4206318.6527130045,5391500.380363671,1185181.727650666,26767.348174309478,1158414.3794763566,28669,0,81,1423.5217000464381,1530950.978723923,1572495.1845966694,41544.20587274655,30987.977442061438,10556.228430685109,427,5,61,747.9162332199837,116,311,0,MRI-ESM2-0,ssp585,2081_2100,central
conservative,upper,unadjusted,8726,28669,24921,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,4285251.894396489,5478290.716552813,1193038.8221563245,27514.939897521752,1165523.8822588027,28669,0,81,1506.3727949057572,1612466.02614161,1656128.6335057404,43662.60736413046,32514.98389893776,11147.623465192699,424,5,61,763.8426148952346,116,308,0,MRI-ESM2-0,ssp585,2081_2100,central
core,lower,restricted,8726,30930,24851,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,4827077.63548603,6170649.637630125,1343572.0021440946,20723.664732895275,1322848.3374111992,30820,110,1127,103957.0499463146,890058.3480813954,944054.6191731334,53996.27109173796,18144.520967734912,35851.75012400305,767,3,331,24035.576374516495,389,352,26,MRI-ESM2-0,ssp585,2081_2100,central
core,lower,unadjusted,8726,30930,24921,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,4936071.889229732,6291102.455800781,1355030.5665710496,22081.895581501045,1332948.6709895486,30820,110,1127,106938.49165178448,937239.0108704197,995047.2126283735,57808.2017579539,19172.678537782354,38635.523220171555,766,3,331,26016.291142946477,389,351,26,MRI-ESM2-0,ssp585,2081_2100,central
core,upper,restricted,8726,29789,24851,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,5702881.585728482,6958129.985481854,1255248.3997533717,33107.64284635857,1222140.756907013,29789,0,96,3249.4694421284375,2121651.5621161642,2175433.0073514814,53781.44523531684,36104.64010134274,17676.805133974092,686,6,99,1546.2080789819165,121,565,0,MRI-ESM2-0,ssp585,2081_2100,central
core,upper,unadjusted,8726,29789,24921,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,5818403.531549376,7082312.810109758,1263909.278560381,34566.778685629186,1229342.4998747518,29789,0,96,3332.320536987757,2235274.5500362385,2292297.8889532643,57023.33891702588,38346.51959928434,18676.819317741545,684,6,99,1599.6187431219066,121,563,0,MRI-ESM2-0,ssp585,2081_2100,central
conservative,lower,restricted,8726,20608,24851,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,3122481.5079363007,4277671.047719291,1155189.5397829905,25501.010188467793,1129688.5295945227,20582,26,1017,98157.65304719693,601887.3330156216,654242.270606643,52354.93759102141,13895.84332837284,38459.09426264857,710,1,310,23465.99822710079,523,153,34,MRI-ESM2-0,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,unadjusted,8726,20608,24921,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,3194304.195021353,4360600.401596834,1166296.206575481,26226.567842306846,1140069.6387331742,20582,26,1017,100873.95217281565,632629.6964083306,688679.467576718,56049.77116838741,14485.80527130332,41563.96589708409,708,1,310,25391.263688120707,523,151,34,MRI-ESM2-0,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,restricted,8726,19715,24851,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,3864013.620576466,4934741.8201840455,1070728.1996075795,36946.94631947023,1033781.2532881092,19715,0,150,2250.3767407835367,1512694.1765394334,1571150.0728633273,58455.896323893816,31086.589301969547,27369.30702192426,647,1,61,747.9162332199837,340,292,15,MRI-ESM2-0,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,unadjusted,8726,19715,24921,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,3941642.137876191,5020920.973814437,1079278.8359382465,37749.921542245065,1041528.9143960014,19715,0,150,2333.227835642856,1592894.1518773346,1654660.9205484716,61766.76867113704,32604.29789164697,29162.47077949007,644,1,61,763.8426148952346,340,289,15,MRI-ESM2-0,ssp585,2081_2100,historical_error_longer_ice
core,lower,restricted,8726,22046,24851,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,4443412.328984978,5698907.124818204,1255494.7958332265,32292.88472385815,1223201.9111093683,22018,28,1127,105869.20322266301,879348.8738693106,943188.9846226264,63840.11075331579,18200.899261640316,45639.21149167547,925,1,331,24035.576374516495,549,338,38,MRI-ESM2-0,ssp585,2081_2100,historical_error_longer_ice
core,lower,unadjusted,8726,22046,24921,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,4550484.265613824,5818748.760430111,1268264.4948162867,33738.54789210906,1234525.9469241777,22018,28,1127,108850.6449281329,925704.2615728196,994085.0047344737,68380.74316165414,19223.343734296624,49157.39942735752,924,1,331,26016.291142946477,549,337,38,MRI-ESM2-0,ssp585,2081_2100,historical_error_longer_ice
core,upper,restricted,8726,21069,24851,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,5319216.27922743,6486387.472669934,1167171.1934425037,44676.862837321445,1122494.3306051823,21069,0,178,5161.62271847685,2102493.309849074,2174059.113327595,71565.8034785209,36231.163033239965,35334.64044528094,916,1,99,1546.2080789819165,355,546,15,MRI-ESM2-0,ssp585,2081_2100,historical_error_longer_ice
core,upper,unadjusted,8726,21069,24921,17984559.53491846,17346317.768174633,-638241.766743827,-638241.766743827,0.0,5432815.907933469,6609959.114739087,1177143.206805618,46223.430996237206,1130919.775809381,21069,0,178,5244.47381333617,2214782.411943777,2290798.47038115,76016.0584373728,38463.685353846726,37552.37308352607,914,1,99,1599.6187431219066,355,544,15,MRI-ESM2-0,ssp585,2081_2100,historical_error_longer_ice
